web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,pagination-selector,data-page-selector,data-page-selector-href,product_name-0,product_description-0,image-0-src,text-3,text-4
"1757696366-362","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Saver Pack Belcando Super Premium 24 x 400 g Beef with potato & peas","https://www.zooplus.com/shop/dogs/canned_dog_food/belcando/super_premium/1947770?activeVariant=1947770.0","Saver Pack Belcando Super Premium 24 x 400 g","Wheat-free wet dog food in high quality, several tasty varieties, no pressed meat, highly digestible recipes, made in Germany, with valuable fatty acids, in a Saver Pack","","",""
"1757696368-363","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Saver Pack Belcando Super Premium 12 x 400 g Turkey with rice & courgette","https://www.zooplus.com/shop/dogs/canned_dog_food/belcando/super_premium/1947828?activeVariant=1947828.1","Saver Pack Belcando Super Premium 12 x 400 g","High-quality wet dog food from Germany, without wheat, with fresh muscle meat & offal, valuable fatty acids from safflower oil, well-accepted, wholesome, different varieties. Buy it now!","","",""
"1757696371-364","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Saver Pack Belcando Super Premium 24 x 400 g Turkey with rice & courgette","https://www.zooplus.com/shop/dogs/canned_dog_food/belcando/super_premium/1947770?activeVariant=1947770.1","Saver Pack Belcando Super Premium 24 x 400 g","Wheat-free wet dog food in high quality, several tasty varieties, no pressed meat, highly digestible recipes, made in Germany, with valuable fatty acids, in a Saver Pack","","",""
"1757696373-365","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Taste of the Wild Wetlands 390 g","https://www.zooplus.com/shop/dogs/canned_dog_food/taste_of_the_wild/1947863?activeVariant=1947863.0","Taste of the Wild Wetlands","Complete wet dog food with poultry for adult dogs, balanced protein mix, with vitamins, minerals and antioxidants, refined with fruit and vegetables, grain-free","","",""
"1757696375-366","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Taste of the Wild Wetlands 6 x 390 g","https://www.zooplus.com/shop/dogs/canned_dog_food/taste_of_the_wild/1947863?activeVariant=1947863.1","Taste of the Wild Wetlands","Complete wet dog food with poultry for adult dogs, balanced protein mix, with vitamins, minerals and antioxidants, refined with fruit and vegetables, grain-free","","",""
"1757696378-367","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","JosiDog wet food in sauce 12 x 415g Chicken","https://www.zooplus.com/shop/pet_supplies_specials/hold/4/1947905?activeVariant=1947905.0","JosiDog wet food in sauce 12 x 415g","Balanced wet dog food for fully grown dogs, tender pieces in a delicate sauce, high acceptance, source of vitamin D3 and vitamin E, no added sugar, high quality from Germany","","",""
"1757696380-368","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","JosiDog wet food in sauce 12 x 415g Beef","https://www.zooplus.com/shop/pet_supplies_specials/hold/4/1947905?activeVariant=1947905.1","JosiDog wet food in sauce 12 x 415g","Balanced wet dog food for fully grown dogs, tender pieces in a delicate sauce, high acceptance, source of vitamin D3 and vitamin E, no added sugar, high quality from Germany","","",""
"1757696382-369","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","JosiDog wet food in sauce 12 x 415g Game","https://www.zooplus.com/shop/pet_supplies_specials/hold/4/1947905?activeVariant=1947905.2","JosiDog wet food in sauce 12 x 415g","Balanced wet dog food for fully grown dogs, tender pieces in a delicate sauce, high acceptance, source of vitamin D3 and vitamin E, no added sugar, high quality from Germany","","",""
"1757696385-370","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Canine Kidney/Renal with beef 800 g Saver Pack: 24 x 800g","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/1949025?activeVariant=1949025.1","RINTI Canine Kidney/Renal with beef 800 g","Wet dog food for adult dogs with chronic or acute renal failure, support for kidney function, reduced phosphorus & protein content, high-quality protein sources, tasty","","",""
"1757696387-371","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Canine Intestinal with lamb 800 g Saver Pack: 24 x 800g","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/1949028?activeVariant=1949028.1","RINTI Canine Intestinal with lamb 800 g","Low fat wet dog food, to compensate for inadequate digestion & to alleviate acute malabsorption of the intestines, high electrolyte content, easy to digest & digestible ingredients","","",""
"1757696390-372","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Canine Weight with chicken 800 g Saver Pack: 24 x 800g","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/1949026?activeVariant=1949026.1","RINTI Canine Weight with chicken 800 g","Complete diet food for dogs suffering from obesity, to reduce excess weight, with reduced energy content & increased fibre, rich in L-carnitine to break down fat reserves","","",""
"1757696392-373","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Canine Kidneys/Renal with chicken 800 g Saver Pack: 24 x 800g","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/1948968?activeVariant=1948968.1","RINTI Canine Kidneys/Renal with chicken 800 g","Dietetic wet dog food for adult dogs with chronic or acute renal failure, supports kidney function, easy to digest chicken, reduced sodium, phosphorus & protein content","","",""
"1757696394-374","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's Mahlzeit 12 x 800g Mix package 1 (6 varieties)","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1582643?activeVariant=1582643.7","GranataPet Liebling's Mahlzeit 12 x 800g","Premium complete food with green-lipped mussel to support joints and cartilage. Rich in meat and full of fresh ingredients and pomegranate seeds. Grain and gluten-free. Now a great-value saver pack!","","",""
"1757696397-375","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's Mealtime Saver Pack 24 x 400g Salmon & turkey","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1949378?activeVariant=1949378.2","GranataPet Liebling's Mealtime Saver Pack 24 x 400g","High-quality wet dog food, rich in meat & proteins, with herbs & high-quality oils, pomegranate seeds rich in vital substances, gently prepared, free from sugar & grain. Buy it now!","","",""
"1757696399-376","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's Mealtime Saver Pack 24 x 400g Chicken & parsnips","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1949378?activeVariant=1949378.3","GranataPet Liebling's Mealtime Saver Pack 24 x 400g","High-quality wet dog food, rich in meat & proteins, with herbs & high-quality oils, pomegranate seeds rich in vital substances, gently prepared, free from sugar & grain. Buy it now!","","",""
"1757696402-377","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's Mahlzeit 6 x 800g Game & Angus Beef","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1582644?activeVariant=1582644.10","GranataPet Liebling's Mahlzeit 6 x 800g","Premium complete food with green-lipped mussel to support joints and cartilage. Rich in meat and full of fresh ingredients, grain- and gluten-free, with pomegranate seeds. No artificial additives.","","",""
"1757696404-378","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's Mahlzeit 6 x 800g Angus Beef with Squash","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1582644?activeVariant=1582644.9","GranataPet Liebling's Mahlzeit 6 x 800g","Premium complete food with green-lipped mussel to support joints and cartilage. Rich in meat and full of fresh ingredients, grain- and gluten-free, with pomegranate seeds. No artificial additives.","","",""
"1757696407-379","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet soup taster pack 24 x 140 g","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1949303?activeVariant=1949303.2","GranataPet soup taster pack","Tasting pack with 6 varieties of delicious dog soup, with juicy pieces of meat and pomegranate seeds, suitable as a snack or topping, supports hydration, grain- and sugar-free","https://media.zooplus.com/bilder/1/400/391597_pla_granatapet_suppenkasper_probierpaket_hs_01_1.jpg","",""
"1757696409-380","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's meal time 6 x 400 g Junior turkey & rabbit","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1949305?activeVariant=1949305.0","GranataPet Liebling's meal time 6 x 400 g","Protein-rich wet dog food, with fruit and vegetable mix, gently steam-cooked, in aromatic cooking broth, with pomegranate seeds and green-lipped mussel, sugar & grain-free, from Germany","","",""
"1757696412-381","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's Mealtime Saver Pack 24 x 400g Angus beef & squash","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1949378?activeVariant=1949378.1","GranataPet Liebling's Mealtime Saver Pack 24 x 400g","High-quality wet dog food, rich in meat & proteins, with herbs & high-quality oils, pomegranate seeds rich in vital substances, gently prepared, free from sugar & grain. Buy it now!","","",""
"1757696414-382","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's meal time 6 x 400 g Chicken & parsnips","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1949305?activeVariant=1949305.3","GranataPet Liebling's meal time 6 x 400 g","Protein-rich wet dog food, with fruit and vegetable mix, gently steam-cooked, in aromatic cooking broth, with pomegranate seeds and green-lipped mussel, sugar & grain-free, from Germany","","",""
"1757696417-383","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's Mealtime Saver Pack 24 x 400g Pheasant & poultry","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1949378?activeVariant=1949378.4","GranataPet Liebling's Mealtime Saver Pack 24 x 400g","High-quality wet dog food, rich in meat & proteins, with herbs & high-quality oils, pomegranate seeds rich in vital substances, gently prepared, free from sugar & grain. Buy it now!","","",""
"1757696419-384","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","GranataPet Liebling's Mealtime Saver Pack 24 x 400g Veal & Rabbit","https://www.zooplus.com/shop/dogs/canned_dog_food/granatapet/1949378?activeVariant=1949378.7","GranataPet Liebling's Mealtime Saver Pack 24 x 400g","High-quality wet dog food, rich in meat & proteins, with herbs & high-quality oils, pomegranate seeds rich in vital substances, gently prepared, free from sugar & grain. Buy it now!","","",""
"1757696421-385","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Saver Pack animonda GranCarno Adult Single Protein Supreme 24 x 800g Horse Pure","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/1949543?activeVariant=1949543.0","Saver Pack animonda GranCarno Adult Single Protein Supreme 24 x 800g","Stock up now! High-quality grain-free complete food for dogs (1-6 years), 100% fresh, meaty ingredients, extra high quality, single protein, grain- and gluten-free, from Germany","","",""
"1757696424-386","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein Supreme 6 x 400 g Horse Pure","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/1949544?activeVariant=1949544.0","animonda GranCarno Adult Single Protein Supreme 6 x 400 g","High-quality food for fully grown dogs (1-6 years), with high-quality meat, single animal proteins, grain-free and gluten-free, sugar-free, wholesome recipe, made in Germany","","",""
"1757696426-387","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Happy Dog Sensible Pure 6 x 800 g New Zealand (pure lamb)","https://www.zooplus.com/shop/dogs/canned_dog_food/happy_dog/1949616?activeVariant=1949616.0","Happy Dog Sensible Pure 6 x 800 g","High-quality grain-free dog food, quality from Germany, only one type of meat and offal per variety as a source of animal protein, well-tolerated & tasty, with vitamins and minerals","","",""
"1757696429-388","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Kennerfleisch Saver Pack 18 x 300g Turkey","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/1949549?activeVariant=1949549.0","RINTI Kennerfleisch Saver Pack 18 x 300g","Grain-free wet dog food, various delicious flavors, wholesome recipe for a balanced, protein-rich diet, conveniently portioned. Buy now & save!","","",""
"1757696431-389","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Sensitive 6 x 800 g Horse, chicken liver & potato","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/1949621?activeVariant=1949621.0","RINTI Sensitive 6 x 800 g","RINTI Sensitive wet food with selected meats, ideal for sensitive dogs and dogs with food allergies, delicious taste and particularly digestible, in 800 g ring pull tin","","",""
"1757696433-390","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Kennerfleisch Saver Pack 24 x 400g Wild Boar","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/1949553?activeVariant=1949553.1","RINTI Kennerfleisch Saver Pack 24 x 400g","RINTI Kennerfleisch wet food with pure meat, in different varieties, now in a Saver Pack of 24 x 400g!","","",""
